"","CASEID","SITE","IDNUM","CASENO","JURORNO","RELVEVID","COMPLEX","EVIDENCE","UNDSDEXP","UNDSDJUD","KEYEVDNC","POLEVDNC","BELIEVBL","VICTEVID","DEFTEVID","DSYMPATH","VSYMPATH","PROSATTY","DEFTATTY","CONDUCTD","PROSSTRG","DEFSTRNG","HOWCLOSE","LEANING","NVCNGMD","POPEN","DFOPN","TESTSTAT","DFWITN","CLOSPRO","CLOSDF","JDFINSTR","JRDELIB","FAVORWHO","PERSNALY","DIFJUDGE","FIRSTVOT","SECRET","HOWVOTE","CERTAIN","VOTEPROS","VOTEDEFT","VOTEUNDC","DNTREMEM","FINLVOTE","VOTEPRO2","VOTEDEF2","VOTEUND2","DNTREME2","EXPRESSD","OPENMIND","PARTICIP","INFLUENC","DOMINATE","UNREASON","REMEVID","REMINSTR","POINTVU","CLOSFRND","CONFLICT","TIME","CONVINCE","EASYRCH","SATDELIB","SATVERDT","FAIRLAW","DIFFVERD","FAIROUTC","APPROPRI","ONEPERSN","POLICE","AMCOURTS","CRMSEVRE","PRESIDE","PREVIOUS","CIVILCRM","GENDER","AGE","SCHOOL","RACE","RELIGON","INCOME","JOBSTAT","OCCUPAT"
"1",NA,1,102,1,2,3,4,7,7,6,2,4,3,2,-8,1,1,6,6,7,3,3,2,8,9,0,0,0,0,0,0,0,1,-9,3,2,5,0,2,6,-9,12,-9,0,-9,12,-9,-9,0,2,3,1,5,2,7,-9,-9,7,6,1,4,3,2,7,7,7,1,7,3,-9,7,7,7,0,1,2,2,5,3,2,4,5,1,2
"2",NA,1,103,1,3,3,1,7,7,5,2,1,2,2,-8,1,1,7,7,3,4,4,5,8,9,0,0,0,0,0,0,0,1,3,4,4,4,1,3,-9,-9,-9,-9,0,-9,-9,-9,-9,0,1,-9,-9,5,-9,-9,-9,5,-9,7,6,-9,5,5,7,7,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-8,-9,-9,-9,-9,-9,-9,-9,-9
"3",NA,1,104,1,4,1,1,5,5,3,2,2,4,1,-8,1,1,4,4,6,4,4,3,5,9,0,0,0,0,1,0,0,0,4,4,3,3,0,3,-9,-9,-9,-9,0,2,-9,12,-9,0,1,7,7,4,1,2,2,2,6,7,1,7,1,5,7,7,6,3,5,4,2,7,7,7,0,1,3,2,3,4,1,-9,-9,-9,-9
"4",NA,1,105,1,5,2,3,7,7,4,2,1,2,2,-8,1,1,-9,-9,-9,-9,-9,6,3,9,0,0,0,0,0,1,0,0,4,-9,-9,-9,-8,-9,-9,-9,-9,-9,9,2,-9,12,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,7,7,7,5,-9,6,6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-8,-9,-9,-9,-9,-9,-9,-9,-9
"5",NA,1,106,1,6,4,1,4,4,4,3,5,2,2,-8,1,1,4,3,7,4,4,5,7,9,0,0,0,0,0,0,1,0,4,3,4,3,-8,2,7,0,12,-9,0,2,-9,12,-9,0,4,7,5,7,4,4,7,7,5,6,6,6,6,6,6,6,-9,-9,-9,-9,-9,-9,-9,-9,0,1,3,1,2,3,-9,-9,-9,-9,-9
"6",NA,1,107,1,7,4,1,5,5,-9,1,1,4,1,-8,1,1,4,4,7,4,4,5,7,9,0,0,0,0,0,0,1,0,4,4,4,-9,-8,-9,-9,-9,-9,-9,9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,4,5,5,5,7,5,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-8,-9,-9,-9,-9,-9,-9,-9,-9
"7",NA,1,201,2,1,3,4,6,4,6,6,7,2,4,-8,3,-8,4,4,5,6,6,6,1,9,0,0,0,0,0,0,0,0,6,5,4,5,0,2,6,-9,12,-9,0,2,-9,12,-9,0,1,7,6,6,4,2,4,1,6,4,4,7,5,6,7,7,6,4,6,4,2,6,7,5,-9,-9,-8,-9,-9,-9,-9,-9,-9,-9,-9
"8",NA,1,202,2,2,4,6,6,6,7,4,7,1,-8,-8,1,1,4,6,7,1,7,7,3,9,0,0,1,0,0,0,0,0,7,7,1,6,0,2,7,-9,12,-9,0,2,-9,12,-9,0,1,7,7,7,4,1,1,1,7,5,2,7,2,7,7,7,7,1,7,4,2,7,7,7,0,1,2,1,3,3,4,-9,-9,-9,-9
"9",NA,1,203,2,3,4,3,5,5,5,3,7,3,-8,-8,3,-8,2,7,5,3,5,5,4,9,0,0,0,0,0,0,0,0,7,7,1,5,0,2,7,0,12,-9,9,-9,0,12,-9,9,3,6,7,7,2,2,2,1,6,6,2,7,3,6,7,7,5,1,4,5,2,4,4,6,0,0,-8,2,3,4,1,-9,-9,-9,-9
"10",NA,1,204,2,4,2,2,6,7,7,5,2,2,-8,-8,1,-8,2,5,7,2,5,7,4,9,0,1,0,0,0,0,0,0,2,5,1,5,0,2,7,0,0,-9,0,2,-9,0,-9,0,5,6,7,7,5,4,1,1,7,5,1,7,5,7,5,7,5,5,4,5,1,3,6,7,1,0,-8,1,3,4,3,-9,-9,-9,-9
"11",NA,1,205,2,5,5,2,6,7,7,3,7,4,-8,-8,1,-8,7,7,7,5,4,1,6,9,0,0,0,0,0,1,0,0,5,2,1,6,0,2,7,-9,12,-9,9,2,-9,12,-9,9,2,4,7,4,6,-9,1,3,6,6,1,7,1,7,6,7,7,2,7,4,2,7,7,3,0,1,2,2,2,3,1,-9,-9,-9,-9
"12",NA,1,206,2,6,3,2,4,5,6,4,6,2,-8,-8,1,-8,4,6,3,2,6,4,6,9,0,0,0,0,0,0,0,0,7,7,1,5,0,2,7,-9,12,-9,0,2,-9,12,-9,0,2,4,7,4,1,1,1,1,7,7,1,7,1,7,7,7,7,1,7,-9,2,7,7,7,0,1,3,1,3,3,2,-9,-9,-9,-9
"13",NA,1,207,2,7,1,2,7,7,7,1,7,2,-8,-8,4,-8,6,6,7,5,6,7,5,9,0,0,1,0,0,0,0,0,7,7,1,6,0,2,7,-9,12,-9,9,2,-9,12,-9,9,2,6,6,5,2,1,2,3,7,-9,5,7,2,6,7,7,7,4,7,4,2,5,6,7,0,0,-8,1,1,4,2,-9,-9,-9,-9
"14",NA,1,208,2,8,7,5,6,7,7,1,7,2,-8,7,4,-8,-9,3,7,2,6,7,8,9,0,0,0,0,0,0,0,0,4,7,1,4,0,2,7,0,12,-9,9,2,0,12,-9,9,1,7,7,5,5,1,1,1,7,5,2,7,1,7,7,7,2,1,7,4,2,6,6,4,0,0,-8,1,2,5,8,-9,-9,-9,-9
"15",NA,1,209,2,9,3,1,6,-8,4,4,5,5,-8,-8,4,5,5,3,5,5,4,5,1,9,0,0,0,0,0,0,0,0,2,3,5,1,-8,2,4,-9,-9,-9,0,2,-9,-9,-9,0,3,5,3,5,3,5,4,5,3,4,4,3,5,4,5,4,7,7,7,5,2,4,6,3,0,1,3,2,3,3,4,-9,-9,-9,-9
"16",NA,1,210,2,10,5,2,7,7,7,2,7,3,-8,-8,6,-8,5,6,6,3,5,7,6,9,0,0,0,0,0,0,0,0,7,7,1,6,0,2,7,-9,12,-9,9,2,-9,12,-9,9,2,7,7,6,3,1,1,1,7,7,2,7,2,7,7,7,7,5,7,7,2,7,7,4,0,0,-8,2,4,5,2,-9,-9,-9,-9
"17",NA,1,211,2,11,3,1,7,4,7,1,5,5,-8,-8,1,-8,5,7,7,1,5,7,3,9,0,0,0,0,0,0,0,0,7,7,1,5,0,2,7,-9,-9,-9,9,2,-9,-9,-9,9,7,5,6,5,6,7,1,1,7,5,1,7,2,7,7,7,6,6,7,-9,2,3,7,7,0,1,3,1,5,2,3,-9,-9,-9,-9
"18",NA,1,212,2,12,5,2,6,5,6,4,6,3,-8,-8,3,-8,4,6,6,3,6,6,4,9,0,0,0,1,0,0,0,0,6,6,2,4,0,2,6,-9,12,-9,9,2,-9,12,-9,9,5,5,6,5,3,2,4,4,6,4,2,6,3,6,5,6,6,5,6,5,2,6,6,4,0,0,-8,2,3,5,3,-9,-9,-9,-9
"19",NA,1,301,3,1,3,5,5,6,5,2,7,4,3,-8,3,4,5,6,4,5,3,3,-9,9,0,0,0,0,0,0,0,0,-9,-9,-9,-9,-8,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-8,-9,-9,-9,-9,-9,-9,-9,-9
"20",NA,1,302,3,2,4,3,3,3,6,6,3,3,3,4,-9,-8,-9,-9,-9,-9,-9,-9,-9,9,0,0,0,0,0,0,0,0,-9,-9,-9,-9,-8,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-8,-9,-9,-9,-9,-9,-9,-9,-9
"21",NA,1,304,3,4,-9,-9,-9,-8,-9,-9,-8,-8,-8,-8,-9,-8,-9,-9,-9,-9,-9,-9,-9,9,0,0,0,0,0,0,0,0,-9,-9,-9,-9,-8,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-8,-9,-9,-9,-9,-9,-9,-9,-9
"22",NA,1,305,3,5,3,4,5,5,5,4,7,7,4,-8,4,4,6,6,1,4,4,4,8,9,0,0,0,0,0,0,0,0,4,4,4,3,1,2,7,-9,11,1,0,3,-9,-9,-9,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,-9,-9,-8,-9,-9,-9,-9,-9,-9,-9,-9
"23",NA,1,306,3,6,-9,-9,-9,-8,-9,-9,-8,-8,-8,-8,-9,-8,-9,-9,-9,-9,-9,-9,-9,9,0,0,0,0,0,0,0,0,-9,-9,-9,-9,-8,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-8,-9,-9,-9,-9,-9,-9,-9,-9
"24",NA,1,307,3,7,5,4,6,7,6,1,5,5,5,-8,4,4,5,4,4,4,4,4,8,9,0,0,0,0,0,0,0,0,4,-9,-9,-9,-8,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-8,-9,-9,-9,-9,-9,-9,-9,-9
"25",NA,1,308,3,8,2,6,2,7,5,4,7,3,4,1,4,4,3,4,3,4,5,5,3,9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-8,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-8,-9,-9,-9,-9,-9,-9,-9,-9
"26",NA,1,309,3,9,3,4,5,7,-9,1,7,2,-8,1,-9,3,-9,-9,-9,-9,-9,-9,-9,9,0,0,0,0,0,0,0,0,-9,-9,-9,-9,-8,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-8,-9,-9,-9,-9,-9,-9,-9,-9
"27",NA,1,310,3,10,-9,-9,-9,-8,-9,-9,-8,-8,-8,-8,-9,-8,-9,-9,-9,-9,-9,-9,-9,9,0,0,0,0,0,0,0,0,-9,-9,-9,-9,-8,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-8,-9,-9,-9,-9,-9,-9,-9,-9
"28",NA,1,311,3,11,1,-9,-9,-8,-9,-9,-8,-8,-8,-8,-9,-8,-9,-9,-9,-9,-9,-9,-9,9,0,0,0,0,0,0,0,0,-9,-9,-9,-9,-8,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-8,-9,-9,-9,-9,-9,-9,-9,-9
"29",NA,1,312,3,12,-9,-9,-9,-8,-9,-9,-8,-8,-8,-8,-9,-8,-9,-9,-9,-9,-9,-9,-9,9,0,0,0,0,0,0,0,0,-9,-9,-9,-9,-8,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-8,-9,-9,-9,-9,-9,-9,-9,-9
"30",NA,1,401,4,1,2,1,5,5,6,6,3,5,6,-8,2,2,1,6,4,1,6,6,1,9,0,0,0,0,1,0,0,0,6,5,1,2,1,2,6,12,-9,-9,0,2,-9,12,-9,0,2,6,7,5,1,1,6,2,7,4,2,7,3,6,7,7,6,2,7,4,2,6,6,2,0,1,3,1,5,4,3,-9,-9,-9,-9
"31",NA,1,402,4,2,2,2,7,7,6,6,2,5,4,4,4,4,1,6,6,2,6,5,5,9,0,0,0,0,1,0,0,0,7,7,1,2,1,2,7,0,12,3,9,2,0,12,-9,9,3,2,7,7,6,1,2,2,6,6,1,7,6,7,7,7,7,7,7,4,2,1,2,2,1,1,2,1,4,3,1,-9,-9,-9,-9
"32",NA,1,403,4,3,2,3,5,7,7,2,3,3,7,4,2,5,2,5,5,2,5,5,6,9,0,0,0,0,1,0,0,0,6,5,3,2,1,1,5,-9,-9,-9,9,2,-9,12,-9,9,3,3,5,3,5,1,2,1,6,5,2,7,5,5,6,6,6,2,6,4,2,2,5,5,1,0,-8,2,4,3,1,-9,-9,-9,-9
"33",NA,1,404,4,4,5,3,4,3,7,3,4,4,4,-8,2,2,3,4,4,2,3,4,3,9,0,0,1,0,0,0,0,0,4,4,1,1,1,2,4,4,6,2,9,2,-9,12,-9,9,3,7,4,4,3,1,1,2,6,6,3,6,4,4,6,6,4,3,5,5,2,5,5,4,0,1,1,1,2,4,4,-9,-9,-9,-9
"34",NA,1,405,4,5,2,1,6,7,7,4,2,7,7,4,4,4,1,4,2,1,4,4,3,9,0,0,0,0,0,0,0,0,5,4,1,4,1,2,5,-9,10,-9,9,1,-9,-9,-9,9,3,6,6,7,4,1,1,1,5,4,5,7,7,4,7,7,5,4,4,3,3,2,3,5,1,1,1,1,2,3,1,-9,-9,-9,-9
"35",NA,1,406,4,6,2,2,6,6,6,3,3,7,4,4,4,4,2,3,3,2,3,5,6,9,0,0,0,0,0,1,0,0,3,5,4,2,1,1,5,2,7,3,9,2,-9,12,-9,9,5,5,5,3,5,3,3,2,6,5,5,6,5,5,5,6,5,4,3,4,1,4,4,4,0,0,-8,1,3,2,3,-9,-9,-9,-9
"36",NA,1,407,4,7,1,1,7,7,7,2,3,7,-8,-8,2,1,1,2,2,1,2,6,4,9,0,0,0,0,0,0,0,0,7,4,1,1,1,2,5,-9,-9,-9,9,2,-9,12,-9,9,1,6,4,3,2,1,2,1,7,5,1,7,5,6,7,7,5,1,4,5,2,3,4,7,0,1,2,2,3,3,3,-9,-9,-9,-9
"37",NA,1,408,4,8,2,4,4,1,7,1,1,4,4,4,1,1,2,5,4,1,6,4,8,9,0,0,0,0,0,1,0,0,4,4,1,2,1,3,4,0,12,-9,9,2,0,12,-9,9,1,7,7,4,4,1,1,1,7,6,2,7,5,4,6,7,4,1,4,4,2,7,7,5,0,0,-8,2,1,2,4,-9,-9,-9,-9
"38",NA,1,409,4,9,3,7,6,6,7,2,4,5,5,-8,6,6,2,7,7,1,7,6,6,9,0,0,0,0,0,0,0,0,6,4,3,2,1,2,7,2,9,1,9,2,0,12,0,9,4,6,5,5,4,1,2,1,7,7,3,6,6,5,7,7,7,5,4,6,2,7,6,7,0,1,2,1,5,4,6,-9,-9,-9,-9
"39",NA,1,410,4,10,7,2,6,7,7,3,1,6,7,-8,4,5,1,7,5,1,5,5,3,9,0,0,0,0,0,0,0,0,5,4,1,3,1,3,4,2,7,3,9,2,2,10,-9,9,3,7,5,2,5,1,1,1,6,6,2,7,5,7,7,7,5,1,6,5,2,6,6,6,0,1,1,2,5,2,2,-9,-9,-9,-9
"40",NA,1,411,4,11,4,6,6,6,6,1,2,7,7,7,2,4,1,6,5,1,6,6,4,9,0,1,0,0,0,0,0,0,6,5,1,6,1,1,4,-9,-9,-9,9,-9,4,4,4,9,3,6,3,2,2,1,2,2,6,7,-9,5,-9,5,6,7,6,3,7,5,2,7,-9,7,0,1,2,1,4,2,4,-9,-9,-9,-9
"41",NA,1,412,4,12,1,1,5,6,7,1,4,7,7,-8,1,4,2,7,4,1,7,7,6,9,0,0,0,0,0,0,0,1,7,7,1,4,1,2,7,0,12,0,9,2,2,10,0,9,1,7,1,2,1,1,1,1,7,7,1,7,4,7,7,7,5,1,7,5,2,4,5,7,0,0,-8,2,1,4,1,-9,-9,-9,-9
"42",NA,1,501,5,1,2,5,3,6,6,7,7,7,7,4,1,7,2,3,1,6,1,5,3,9,0,0,0,0,0,0,0,0,1,7,1,1,0,1,7,10,1,1,0,1,12,-9,-9,0,7,2,6,3,7,7,6,2,6,3,5,6,7,1,5,5,7,1,6,4,1,2,2,7,0,1,1,1,4,5,2,-9,-9,-9,-9
"43",NA,1,502,5,2,4,4,4,6,5,5,5,5,5,-8,1,5,4,-9,5,5,3,4,1,9,0,0,1,0,0,0,0,0,2,3,1,3,0,1,6,-9,-9,-9,0,-9,-9,-9,-9,0,5,6,5,4,5,6,4,4,-9,7,1,6,5,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-8,-9,-9,-9,-9,-9,-9,-9,-9
"44",NA,1,503,5,3,4,4,4,4,4,4,5,5,5,4,4,4,5,5,4,6,2,2,8,9,0,0,0,0,0,0,0,1,4,5,1,4,0,1,5,-9,-9,-9,9,-9,12,-9,-9,9,6,5,6,5,4,4,2,2,4,5,2,6,5,5,7,7,7,5,4,-9,-9,-9,-9,-9,-9,-9,-8,-9,-9,-9,-9,-9,-9,-9,-9
"45",NA,1,504,5,4,1,7,1,1,6,7,4,4,2,-8,-9,1,2,1,3,1,1,4,-9,9,0,0,0,0,0,0,0,0,-9,-9,-9,-9,0,2,-9,-9,-9,-9,9,-9,-9,-9,-9,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,0,0,-8,2,4,3,1,-9,-9,-9,-9
"46",NA,1,505,5,5,6,6,6,4,6,4,7,7,7,1,2,6,5,5,5,6,4,5,3,9,0,0,0,1,0,0,0,0,4,5,4,2,0,-9,7,-9,-9,-9,9,-9,2,0,0,9,6,2,6,4,6,7,4,6,5,5,5,6,6,4,6,7,7,2,7,4,1,6,6,6,0,0,-8,2,3,3,3,-9,-9,-9,-9
"47",NA,1,506,5,6,2,6,3,4,3,6,6,7,7,-8,2,7,2,2,2,3,2,3,5,9,0,0,0,0,1,0,0,0,2,6,1,2,0,1,7,-9,-9,-9,9,1,12,0,0,9,6,2,6,4,6,7,4,6,3,5,6,6,7,2,3,6,7,2,7,4,1,6,6,6,0,0,-8,1,2,5,2,-9,-9,-9,-9
"48",NA,1,507,5,7,3,6,4,6,5,5,6,6,5,-8,4,6,3,3,3,4,2,5,3,9,0,0,0,0,0,0,1,0,5,4,7,1,0,1,6,9,2,1,9,1,12,0,-9,9,4,4,4,4,6,5,4,4,6,5,5,6,6,2,6,6,6,5,5,6,-9,6,6,6,-9,-9,-8,-9,-9,-9,-9,-9,-9,-9,-9
"49",NA,1,508,5,8,5,6,2,6,6,5,6,5,3,-8,5,3,5,2,4,3,4,3,3,9,1,0,0,0,0,0,0,0,6,3,2,3,0,2,6,6,2,4,9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-8,-9,-9,-9,-9,-9,-9,-9,-9
"50",NA,1,509,5,9,6,1,6,6,6,2,6,7,7,-8,1,7,6,3,6,6,1,1,8,9,0,0,0,0,0,0,0,0,1,7,1,3,0,1,7,6,2,4,9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-8,-9,-9,-9,-9,-9,-9,-9,-9
"51",NA,1,510,5,10,4,4,5,7,7,2,7,6,7,4,2,7,5,5,5,5,3,1,5,9,0,0,0,1,0,0,0,0,2,2,1,-9,0,1,6,-9,-9,-9,9,1,12,-9,-9,0,5,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-8,-9,-9,-9,-9,-9,-9,-9,-9
"52",NA,1,511,5,11,7,7,5,7,7,5,7,7,7,1,2,2,7,1,4,6,3,2,3,9,0,0,1,0,0,0,0,0,3,6,1,-9,-8,-9,-9,-9,-9,-9,9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-8,-9,-9,-9,-9,-9,-9,-9,-9
"53",NA,1,512,5,12,2,6,2,7,4,7,6,6,6,-8,1,6,2,3,1,5,2,2,3,9,0,0,1,0,0,0,0,0,1,6,2,1,0,3,5,-9,-9,-9,9,1,-9,-9,-9,9,6,2,7,6,4,7,3,5,6,6,6,7,7,2,3,6,7,1,5,5,1,5,5,6,1,1,2,-9,2,3,3,-9,-9,-9,-9
"54",NA,1,601,6,1,5,6,7,5,4,6,6,1,-8,-8,1,1,7,5,7,7,5,1,5,9,0,0,0,0,0,0,0,0,1,3,7,3,1,1,7,10,0,2,0,-9,12,-9,-9,0,3,4,5,4,4,1,3,1,4,5,3,-9,6,7,7,6,7,5,7,4,3,6,7,1,0,0,-8,2,1,3,4,-9,-9,-9,-9
"55",NA,1,602,6,2,5,4,6,7,6,1,6,6,-8,-8,2,-8,7,2,5,7,1,1,8,9,0,0,0,0,0,0,0,1,2,6,1,3,1,1,7,10,0,2,9,1,12,0,0,9,2,7,6,5,5,1,2,3,7,6,2,7,5,4,6,6,7,1,7,4,1,7,7,2,0,0,-8,1,1,4,6,-9,-9,-9,-9
"56",NA,1,603,6,3,6,5,6,6,5,5,7,6,-8,-8,1,-8,6,2,6,7,1,7,8,9,0,0,0,0,0,0,0,1,1,6,1,3,1,1,7,12,-9,-9,9,1,12,0,0,9,1,6,6,6,2,1,2,5,6,5,5,6,6,6,6,7,7,1,7,6,1,6,6,7,0,1,2,1,3,5,2,-9,-9,-9,-9
"57",NA,1,604,6,4,4,2,6,7,3,2,5,6,-8,-8,5,-8,6,5,7,6,1,2,7,9,0,0,0,0,0,0,0,1,2,6,1,3,1,3,6,10,0,2,9,1,12,0,0,9,6,7,6,5,1,1,3,6,7,6,2,7,2,6,7,7,6,4,6,4,1,6,6,7,0,1,2,1,3,3,4,-9,-9,-9,-9
"58",NA,1,605,6,5,5,3,6,7,6,7,6,7,3,4,4,3,7,7,6,7,2,7,3,9,1,0,0,0,0,0,0,0,1,-9,-9,4,1,1,6,12,-9,-9,0,1,12,0,0,0,1,7,5,4,5,4,5,5,5,5,5,4,5,5,6,7,7,7,7,6,1,6,7,7,0,1,2,1,6,2,2,-9,-9,-9,-9
"59",NA,1,606,6,6,3,5,6,6,4,3,7,7,-8,-8,4,-8,6,3,6,6,2,1,3,9,0,0,0,0,0,0,0,1,3,5,1,3,1,1,7,10,-9,2,9,1,12,0,0,9,2,5,6,4,4,1,1,5,6,6,2,6,3,5,5,6,4,4,4,4,1,6,6,5,0,1,2,2,2,4,2,-9,-9,-9,-9
"60",NA,1,607,6,7,5,2,6,6,3,2,7,7,-8,-8,5,-8,7,4,7,6,1,2,3,9,0,0,0,0,0,1,0,0,1,3,5,3,1,1,7,10,0,11,9,1,11,1,0,9,1,7,6,7,2,1,2,5,6,6,5,7,4,4,7,7,7,2,7,6,1,6,6,3,1,0,-8,2,2,5,2,-9,-9,-9,-9
"61",NA,1,608,6,8,6,3,6,7,3,1,7,6,-8,-8,4,-8,6,3,7,7,2,1,6,9,0,0,0,0,0,0,0,1,2,5,4,3,1,1,7,10,-9,2,9,1,12,0,0,9,2,7,7,5,1,1,1,1,7,4,5,7,3,4,7,7,7,1,7,4,1,5,6,7,0,0,-8,1,4,5,2,-9,-9,-9,-9
"62",NA,1,609,6,9,6,4,6,7,3,1,7,7,-8,-8,-9,2,7,4,6,7,2,1,3,9,0,0,0,0,0,0,0,0,4,7,1,3,0,1,7,10,0,2,9,1,12,0,0,9,1,6,6,2,2,1,1,4,6,7,1,7,5,7,7,7,7,2,7,4,1,4,5,5,0,1,3,1,4,5,-9,-9,-9,-9,-9
"63",NA,1,610,6,10,6,5,6,7,6,1,6,6,4,4,1,4,6,6,7,6,2,1,3,9,0,0,0,0,0,0,0,0,2,6,1,3,1,3,3,10,-9,2,9,1,12,0,0,9,1,5,5,2,1,1,1,1,7,5,3,7,5,5,7,7,7,1,7,4,1,6,6,5,0,0,-8,2,2,4,4,-9,-9,-9,-9
"64",NA,1,611,6,11,4,1,5,7,6,5,7,7,-8,-8,1,-8,7,4,7,7,2,1,8,9,0,0,0,0,0,0,0,1,1,4,1,3,1,3,1,10,-9,2,9,-9,12,0,0,9,2,2,6,4,3,2,2,2,7,6,1,7,7,3,6,3,7,2,4,6,3,3,4,7,0,1,3,2,3,4,1,-9,-9,-9,-9
"65",NA,1,612,6,12,3,5,5,6,5,2,4,4,-8,-8,1,-8,5,3,3,5,3,1,8,9,0,0,0,0,0,0,0,1,2,2,1,3,1,1,7,10,0,2,0,1,12,0,0,0,3,7,6,4,2,1,2,1,6,3,4,6,2,4,5,5,5,1,6,5,1,2,4,4,0,0,-8,2,2,3,1,-9,-9,-9,-9
"66",NA,1,701,7,1,-9,2,7,7,5,1,7,7,7,2,4,7,7,4,4,7,3,1,5,9,0,0,0,0,0,0,0,0,1,7,1,3,1,1,7,11,-9,1,9,1,12,0,0,9,1,7,7,5,4,1,1,5,7,5,1,7,6,5,7,7,6,6,7,5,1,7,7,3,0,0,-8,2,3,3,2,-9,-9,-9,-9
"67",NA,1,702,7,2,7,6,6,5,5,7,3,6,7,1,1,7,7,4,5,7,2,1,8,9,0,0,0,0,0,0,0,1,2,4,4,3,1,1,6,-9,-9,-9,9,1,-9,-9,-9,9,1,6,4,4,6,6,2,2,7,5,4,6,6,6,7,7,7,4,-9,4,1,5,5,5,0,0,-8,2,5,3,2,-9,-9,-9,-9
"68",NA,1,703,7,3,1,4,4,5,6,4,4,2,3,3,6,5,5,2,5,4,2,2,4,9,1,0,0,0,0,0,0,0,6,2,6,2,1,2,4,11,1,7,9,1,12,0,0,9,4,4,5,5,4,4,4,5,4,6,1,3,6,4,3,4,7,6,4,4,3,5,5,4,0,1,2,1,3,2,1,-9,-9,-9,-9
"69",NA,1,704,7,4,5,7,1,4,4,6,7,7,6,2,3,6,7,4,5,6,3,1,3,9,0,0,1,0,0,0,0,0,2,3,1,3,1,1,6,11,-9,1,9,1,11,0,1,9,4,6,6,5,1,5,5,4,7,5,3,7,6,4,7,7,7,4,6,5,1,5,5,6,0,0,-8,-9,-9,4,3,-9,-9,-9,-9
